HZ,JGDEC,CFREQ,PINYIN,JIESHI,ENGLISH,FIND,RCNT
挺,扌廷,0,tǐng,笔直，突出：笔～。～拔。#伸直，凸出：～直。～起腰。#支撑：～节。#很：～好。～香。#量词，用于挺直物：一～机关枪。,straighten#rigid,0,2
励,厉力,0,lì,劝勉：～志。～行。奖～。勉～。～精图治。#姓。#古同“厉”、“砺”，磨炼，振奋。,strive#encourage,0,2
辞,舌辛,0,cí,告别：告～。～行。#不接受，请求离去：～职。#躲避，推托：推～。#解雇：～退。#同“词”。#优美的语言：～藻。修～。#文体的一种：～赋。,words#speech#expression,0,2
艘,舟叟,0,sōu,量词，指船只：三～轮船。,counter for ships#vessels,0,2
键,钅建,0,jiàn,安装在车轴头上管住车轮或使轴与齿轮等连接固定的零件：关～。#琴或机器上使用时用手按动的部分：～盘。～子。琴～。,door bolt#lock bolt#key,0,2
伍,亻五,0,wǔ,古代军队的编制：一～。#军队：入～。落～。#同伴的人：羞与为～。#“五”的大写。#姓。,five#company of five#troops,0,2
峰,山夆,0,fēng,高而尖的山头：山～。～巅。～峦。高～。险～。#形状像山峰的东西：驼～。浪～。#最高处：登～造极。～年。,peak#summit#hump of camel,0,2
尺,尺,5,chǐ#chě,中国市制长度单位：～素。～短寸长。～牍。#量长度的器具：竹～。#像尺的东西：铁～。仿～。戒～。#形容微少或短小：～布。咫～天涯。,Chinese measure approx. 'foot',0,1
昨,日乍,0,zuó,今天的前一天，亦泛指过去：～天。觉今是而～非。,yesterday#in former times#past,0,2
黎,禾勹丿人氺,2,lí,众，众多：～民。～庶。#古通“黧”，黑色。#古国名。#姓。,surname#numerous#many,0,5
辈,非车,0,bèi,家族的世代，泛指人际的一种先后次第：长～。晚～。前～。#等，类：吾～。无能之～。#人活着的时间，毕生：一～子。#车百辆，亦指分行列的车。,generation#lifetime#class,0,2
贯,毌贝,2,guàn,古代穿钱的绳索：“～朽而不可校”。腰缠万～。#穿，通，连：～穿。～通。连～。～注。～彻。#古同“惯”，习惯。#原籍，出生地：籍～。#姓。,to go through,0,2
貫,毌貝,3,guàn,“贯”的繁体字。,to go through,0,2
侦,亻贞,0,zhēn,探听，暗中察看：～探。～查。～缉。～察。～破。～听。～讯。,spy#reconnoiter#detective,0,2
滑,氵骨,0,huá,光溜，不粗涩：光～。～润。#在光溜的物体表面上溜动：～冰。～雪。～行。～翔。～梯。～坡。#狡诈，不诚实：～头。狡～。～头～脑。#姓。,slip#slide#slippery,0,2
券,丷夫刀,0,quàn#xuàn,古代的契据，常分为两半，双方各执其一，现代指票据或作凭证的纸片：债～。国库～。入场～。证～。稳操胜～。,certificate#ticket#title deeds,0,3
崇,山宗,0,chóng,高：～山峻岭。～高。～论闳议。#尊重，推重：～敬。～拜。尊～。#古同“终”，终了。#充，充满：～酒于觞。#增长：“今将～诸侯之奸”。#姓。,esteem#honor#revere,0,2
扰,扌尤,0,rǎo,搅乱：～乱。～害。～攘。干～。#增添麻烦：打～。困～。叨～。庸人自～。#驯顺，安：“以佐王安～邦国”。#畜养：“掌养猛兽而教～之”。,disturb#annoy#agitate,0,2
宪,宀先,0,xiàn,法令：～章。～令。～兵。#指“宪法”：违～。立～。制～。,constitution#statute#law,0,2
绕,纟尧,0,rào,缠：～线。缠～。#纠缠，弄迷糊：～嘴。～口令。#走弯曲迂回的路：～远。～道。～越。#围着转：～场一周。围～。环～。,entwine#wind around#surround,0,2
趋,走刍,0,qū#cù,快走：～走。～进。～奉。～炎附势。～之若鹜。#归向，情势向着某方面发展：～向。大势所～。#鹅或蛇伸头咬人。#追求，追逐：～时。～利。,hasten#hurry#be attracted to,0,2
慈,兹心,0,cí,仁爱，和善：～爱。～善。～悲。～祥。仁～。#特指“慈母”，多用于对人称自己的母亲：家～。～闱。～颜。～命。#对父母的孝敬奉养：孝子～孙。,kind#charitable#benevolent,0,2
乔,夭丿丨,11,qiáo,高：～木。～松。～岳。～迁。#木名：～梓。#做假，装：～装。#无赖，狡诈：～才。#姓。,tall#lofty#proud,0,3
喬,夭口冋,4,qiáo,“乔”的繁体字。,tall#lofty#proud,0,3
阅,门兑,0,yuè,看，察看：～览。～读。翻～。传～。批～。订～。#经历：～历。已～三月。#容，容许：“我躬不～”。#本钱：折～。#总聚，汇集。,examine#inspect#review,0,2
汗,氵干,0,hàn#hán,由身体的毛孔排泄出来的液体：～水。～流浃背。#出汗，使出汗：～颜。～马功劳。～牛充栋。,perspiration#sweat,0,2
枝,木支,0,zhī#qí,由植物主干上分出来的茎条：树～。～干。竹～。节外生～。～柯。～节。#量词，指杆形的：一～铅笔。#古同“支”，支持，分支。,branches#limbs#branch off,0,2
拖,扌丿一也,0,tuō,牵引，拉，拽：～车。～船。～累。～儿带女。#耷拉着：～着辫子。#延长时间：～延。～欠。～债。,drag#tow#haul,0,4
墨,黑土,1,mò,写字绘画用的黑色颜料：～汁。～迹。#写字画画用的各色颜料：～水。#黑色或接近于黑色的：～镜。#贪污：贪～。#姓。,ink#writing,0,2
胁,月办,0,xié,从腋下到肋骨尽处的部分：～下。#逼迫恐吓：～迫。威～。裹～。～持。～从。#收敛：～肩谄笑。～肩低眉。～肩累足。,ribs#armpits#flank,0,2
插,扌臿,0,chā,扎进去，把细长或薄的东西放进去：～入。～秧。～花。～座。～头。～翅难飞。#加入，参与：～班。～话。～曲。～图。～页。～叙。安～。,insert#stick into#plant,0,2
箭,竹前,0,jiàn,用弓发射到远处的兵器：弓～。～镞。～头。～在弦上。#箭能射到的距离：一～之遥。～步。#形容急切、迅速：归心似～。,arrow#type of bamboo,0,2
腊,月昔,0,là#xī,古代在农历十二月合祭众神叫做腊，因此农历十二月叫腊月。#冬天腌制后风干或熏干的肉：～肉。～鱼。～味。#姓。,year end sacrifice#dried meat,0,2
粉,米分,0,fěn,特指化装用的粉末：～黛。#用涂料抹刷：～刷。#使破碎：～碎。#白色或带粉末的：～笔。#用豆粉或别的粉做成食品：～丝。#浅红色：～色。,powder#face powder#plaster,0,2
泥,氵尼,0,ní#nì,土和水合成的东西：～巴。～垢。～浆。～煤。～淖。～泞。～洼。#像泥的东西：枣～。山药～。印～。蒜～。,mud#mire#earth,0,2
氏,氏,6,shì#zhī,古代“姓”和“氏”分用。姓是总的，氏是分支，后来姓和氏不分，可以混用。#古代称呼帝王贵族等，后称呼名人、专家：神农～。太史～。摄～表。,clan#family#mister,0,1
彭,十豆彡,5,péng#bāng,姓。,surname,0,3
拔,扌犮,1,bá,抽，拉出，连根拽出：～腿。～草。#选取，提升：提～。#超出，高出：海～。挺～。出类～萃。#改变：坚韧不～。心志不可～。,uproot#pull out,0,2
骗,马扁,0,piàn,欺蒙，诈取，用诺言或诡计使人上当：～人。～子。～术。～局。～取。诈～。拐～。诱～。受～。#一条腿抬起跨上去或跳过去：～腿儿。,swindle#cheat out of#defraud,0,2
凤,几又,0,fèng,传说中的鸟王：～凰。～雏。龙肝～髓。龙驹～雏。雏～清于老～声。#姓。,male phoenix#symbol of joy,0,2
慧,彗心,0,huì,聪明，有才智：聪～。智～。颖～。～黠。～心。,bright#intelligent,0,2
媒,女某,0,méi,撮合男女婚事的人：～人。～妁。～婆。#使双方发生关系的人或事物：～介。～体。触～。传～。,go-between#matchmaker#medium,0,2
佩,亻几一巾,0,pèi,挂，带：～带。～戴。～剑。#古代系在衣带上的玉饰：玉～。#心悦诚服：～服。钦～。敬～。可～。,pendant#wear at waist,0,4
愤,忄贲,0,fèn,因不满而忿怒或怨恨：气～。～悱。～慨。～怒。～然。悲～。激～。～恚。公～。义～填膺。～世嫉俗。,resent#hate#indignant,0,2
扑,扌卜,0,pū,轻打，拍：～粉。～蝇。～打。#击拂的用具：粉～。#冲：～灭。～救。#相搏击：相～。～跌。#跌倒：～地。#伏：～在桌上看书。,pound#beat#strike,0,2
龄,齿令,0,líng,岁数：年～。高～。松～鹤寿。#年数：工～。党～。军～。教～。,age#years,0,2
驱,马区,0,qū,赶牲口：～马。～策。～驰。#赶走：～动。～赶。～寒。#强行、逼迫：～使。～遣。#快跑：并驾齐～。先～。前～。,expel#drive away,0,2
惜,忄昔,0,xī,爱，重视：爱～。顾～。怜～。珍～。#舍不得：吝～。～别。～力。～指失掌。～墨如金。#感到遗憾，哀痛：可～。～悯。惋～。,pity#regret#rue,0,2
豪,亠口冖豕,4,háo,具有杰出才能的人：～杰。文～。自～。#气魄大，直爽痛快，没有拘束的：～放。～迈。～气。～华。#强横的，有特殊势力的：～强。～门。,brave#heroic#chivalrous,0,4
掩,扌奄,0,yǎn,遮蔽，遮盖：～护。～饰。～盖。～人耳目。瑕不～瑜。#关，合：～门。～卷。#乘人不备而袭击或捉拿：～杀。～击。～袭。,shut#conceal,0,2
兼,兼,15,jiān,加倍，把两份并在一起：～旬。～程。～并。#同时涉及或所具有的不只一方面：～而有之。～收并蓄。～顾。～职。～任。～课。,unite#combine#connect,0,1
跃,足夭,0,yuè,跳：跳～。飞～。～进。～然。～动。～～欲试。,skip#jump#frolic,0,2
尸,尸,36,shī,死人的身体：～体。～骸。僵～。借～还魂。#〔～位〕空占着职位而不做事，如“～～素餐，“～～误国”。#古代祭祀时，代表死者受祭的人。,corpse#to preside,0,1
肃,肃,4,sù,恭敬：～立。～坐。～然。#严正，认真：严～。～静。～穆。整～。#躬身作揖，迎揖引进：～客。#萎缩：～杀。,pay respects#reverently,0,1
肅,肅,3,sù,“肃”的繁体字。,pay respects#reverently,0,1
帕,巾白,0,pà,包头或擦手、脸用的布或绸，多为方形：首～。手～。,turban#kerchief#veil,0,2
驶,马史,0,shǐ,马快跑，泛指迅速：急～。流～。#使行动，开动：驾～。,sail#drive#pilot,0,2
堡,保土,0,bǎo#bǔ#pù,军事上防守用的建筑物：～垒。城～。桥头～。#古代指土筑的小城：“徐嵩、胡空各聚众五千，据险筑～以自固”。,fort#fortress#town,0,2
届,尸由,0,jiè,到：～时。～期。#量词，略同于“次”，用于定期的会议或毕业的班级等：上～。应～。第一～。,numerary adjunct for time#term,0,2
欣,斤欠,2,xīn,快乐，喜欢：～～。～喜。欢～鼓舞。～然。～赏。～幸。～慕。～悦。,happy#joyous#delighted,0,2
惠,惠,6,huì,恩，好处：恩～。实～。#给人财物或好处：互～互利。#敬辞，用于对方对待自己的行动：～赠。～顾。～存。～允。#古同“慧”，聪明。#姓。,favor#benefit#confer kindness,0,1
册,册,7,cè,古代称编串好的竹简，现在指装潢好的纸本子：纪念～。画～。#量词，指书籍：一～书。#古代帝王祭祀天地神仙的文书或封爵的诏书：～命。～封。,book#volume#register,0,1
储,亻诸,0,chǔ,积蓄：～蓄。～备。～金。～放。～运。～户。～量。～君。#姓。,save money#store#reserve,0,2
飘,票风,0,piāo,随风飞动：～扬。～摆。～散。～洒。～逸。～溢。～拂。～忽。～荡。～泊。～渺。～摇。～零。～～然。,whirlwind#cyclone#floating,0,2
桑,又双木,4,sāng,落叶灌木，叶子可以喂蚕，果穗味甜可食，木材可制家具或农具，皮可造纸，叶、果均可入药。中国大部分地区都有种植：～葚。沧海～田。～榆暮景。#姓。,mulberry tree#surname,0,3
闲,门木,3,xián,没有事情；没有活动与“忙”相对：～工夫。#房屋、器物等放着不用：～置。#没有事情做的时候：忙里偷～。#与正事无关的：～谈。～闲话。,fence#guard#defend,0,2
惨,忄参,0,cǎn,狠，恶毒：～烈。～无人道。#可悲伤，使人难受：凄～。悲～。～淡。～剧。～案。～景。～象。～不忍睹。～绝人寰。#程度严重：～重。～败。,sad#pitiful#wretched,0,2
洁,氵吉,0,jié,干净：清～。整～。纯～。～具。～癖。#廉明，不贪污或指人的品德高尚：廉～。～身自好。,clean#purify#pure,0,2
踪,足宗,0,zōng,人或动物走过留下的脚印：～影。～迹。追～。失～。跟～。无影无～。,footprints#traces#tracks,0,2
勃,孛力,1,bó#bèi,突然，忽然：～然。#变色的样子：～腾腾。#旺盛，兴起：～起。～发。～蓬。,suddenly#sudden#quick,0,2
宾,宀兵,11,bīn,客人：～客。来～。～馆。～主。贵～。～至如归。#古同“傧”，傧相。#服从，归顺：～服。～附。#姓。,guest#visitor#surname,0,2
频,步页,2,pín#bīn,屡次，连次：～繁。～仍。～数。～率。～谱。捷报～传。#危急：“国步斯～”。#并列：“百嘉备舍，群神～行”。#古同“颦”。,frequently#again and again,0,2
仇,亻九,0,chóu#qiú,深切的怨恨：～敌。～恨。～视。疾恶如～。同～敌忾。,enemy#hate#hatred,0,2
磨,麻石,3,mó#mò,摩擦：～刀。～练。～砺。～合。研～。～漆画。#阻碍，困难：～难。好事多～。#消耗，消灭：～损。～耗。～灭。#拖延，耗时间：～缠。～功夫。,grind#polish#rub,0,2
递,辶弟,0,dì,传送，传达：传～。投～。～送。～交。～眼色。呈～国书。#顺着次序：～补。～变。～增。～减。～升。～降。#古代指驿车。,hand over#deliver#substitute,0,2
邪,牙阝,1,xié#yá#yé#yú#xú,不正当，不正派：～恶。～说。#中医指引起疾病的环境因素：寒～。风～。#迷信的人指鬼神给予的灾祸：中～。#妖异怪诞：～魔。～术。#古同“斜”。,wrong#evil#depraved,0,2
